S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency Name
1,MUHAMMED HAMDULLAH SAYEED,Indian National Congress,25405,321,25726,52.29,Lakshadweep,Lakshadweep
2,MOHAMMED FAIZAL PP,Nationalist Congress Party – Sharadchandra Pawar,22837,242,23079,46.91,Lakshadweep,Lakshadweep
3,YOUSUF TP,Nationalist Congress Party,198,3,201,0.41,Lakshadweep,Lakshadweep
4,KOYA,Independent,58,3,61,0.12,Lakshadweep,Lakshadweep
5,NOTA,None of the Above,132,1,133,0.27,Lakshadweep,Lakshadweep
