S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency Name
1,MITESH PATEL (BAKABHAI),Bharatiya Janata Party,607394,5090,612484,52.44,Gujarat,Anand
2,AMIT CHAVDA,Indian National Congress,516453,6092,522545,44.74,Gujarat,Anand
3,SURESHBHAI DHULABHAI PATEL,Bahujan Samaj Party,5778,53,5831,0.5,Gujarat,Anand
4,BHOI ASHISHKUMAR THAKORBHAI,Independent,5525,17,5542,0.47,Gujarat,Anand
5,KEYURBHAI PRAVINBHAI PATEL (BAKABHAI),Independent,2290,8,2298,0.2,Gujarat,Anand
6,DHEERAJKUMAR KSHATRIYA,Garib Kalyan Party,1723,24,1747,0.15,Gujarat,Anand
7,BHATT SUNILKUMAR NARENDRABHAI,Right to Recall Party,1584,8,1592,0.14,Gujarat,Anand
8,NOTA,None of the Above,15679,251,15930,1.36,Gujarat,Anand
