S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency Name,Constituency code
1,PRADEEP PUROHIT,Bharatiya Janata Party,709606,6753,716359,54.69,Odisha,Bargarh,1
2,PARINITA MISHRA,Biju Janata Dal,463008,1684,464692,35.48,Odisha,Bargarh,1
3,SANJAY BHOI,Indian National Congress,92666,885,93551,7.14,Odisha,Bargarh,1
4,JAYARAM BAGH,Bahujan Samaj Party,9215,107,9322,0.71,Odisha,Bargarh,1
5,GNYANENDRA BEHERA,Independent,4539,24,4563,0.35,Odisha,Bargarh,1
6,DEVIKA SIKA,National Apni Party,4524,14,4538,0.35,Odisha,Bargarh,1
7,PRABHAT KUMAR DHARUA,Independent,4294,4,4298,0.33,Odisha,Bargarh,1
8,NOTA,None of the Above,12414,127,12541,0.96,Odisha,Bargarh,1
