S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency Name
1,P. P. CHAUDHARY,Bharatiya Janata Party,750568,6821,757389,55.94,Rajasthan,PALI
2,SANGEETA BENIWAL,Indian National Congress,505754,6284,512038,37.82,Rajasthan,PALI
3,LAL SINGH DEWASI,Independent,18848,154,19002,1.4,Rajasthan,PALI
4,HUKAM SINGH,Independent,16835,262,17097,1.26,Rajasthan,PALI
5,MAHENDRA REGAR,Bahujan Samaj Party,11054,47,11101,0.82,Rajasthan,PALI
6,JEEVARAM RANA,Bharat Adivasi Party,8325,22,8347,0.62,Rajasthan,PALI
7,SHRAWAN RAM DEWASI,Independent,5585,8,5593,0.41,Rajasthan,PALI
8,MUKESH SAINI,Independent,2471,52,2523,0.19,Rajasthan,PALI
9,BASTIRAM,Indian Peoples Green Party,1570,16,1586,0.12,Rajasthan,PALI
10,BHIYARAM,Independent,1335,10,1345,0.1,Rajasthan,PALI
11,ANAND KUMAR PARIHAR,Independent,1327,8,1335,0.1,Rajasthan,PALI
12,KESARAM,Independent,1327,18,1345,0.1,Rajasthan,PALI
13,DEEPAK BAMNIYA,Independent,1256,32,1288,0.1,Rajasthan,PALI
14,NOTA,None of the Above,13763,90,13853,1.02,Rajasthan,PALI
