S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency Name,Constituency code
1,BHAJAN LAL JATAV,Indian National Congress,525379,4632,530011,53.64,Rajasthan,KARAULI-DHOLPUR,10
2,INDU DEVI,Bharatiya Janata Party,426798,4268,431066,43.62,Rajasthan,KARAULI-DHOLPUR,10
3,VIKRAM SINGH,Bahujan Samaj Party,14005,107,14112,1.43,Rajasthan,KARAULI-DHOLPUR,10
4,RAMKHILADI DHOVI,Independent,5426,47,5473,0.55,Rajasthan,KARAULI-DHOLPUR,10
5,NOTA,None of the Above,7402,58,7460,0.75,Rajasthan,KARAULI-DHOLPUR,10
