S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency Name
1,MALA ROY,All India Trinamool Congress,612725,2549,615274,49.48,West Bengal,Kolkata Dakshin
2,DEBASREE CHAUDHURI,Bharatiya Janata Party,426459,1584,428043,34.42,West Bengal,Kolkata Dakshin
3,SAIRA SHAH HALIM,Communist Party of India  (Marxist),167771,760,168531,13.55,West Bengal,Kolkata Dakshin
4,NIRAJ AGARWAL,Independent,4028,4,4032,0.32,West Bengal,Kolkata Dakshin
5,FIROZA KHATUN,Bahujan Samaj Party,3958,17,3975,0.32,West Bengal,Kolkata Dakshin
6,SANTANU ROY,Independent,2918,2,2920,0.23,West Bengal,Kolkata Dakshin
7,ZUBAIR RABBANI,Socialist Unity Centre Of India (COMMUNIST),2290,10,2300,0.18,West Bengal,Kolkata Dakshin
8,SUSANTA MONDAL,Independent,2090,1,2091,0.17,West Bengal,Kolkata Dakshin
9,MUMTAZ ALI,Independent,1960,9,1969,0.16,West Bengal,Kolkata Dakshin
10,MUKTI,Right to Recall Party,1537,7,1544,0.12,West Bengal,Kolkata Dakshin
11,SANJOY (RANA) CHANDA,Kisan Mazdoor Sangharsh Party,1186,7,1193,0.1,West Bengal,Kolkata Dakshin
12,SANJANA RAM,Independent,1052,4,1056,0.08,West Bengal,Kolkata Dakshin
13,YASMIN ISLAM,Social Democratic Party Of India,981,4,985,0.08,West Bengal,Kolkata Dakshin
14,ATANU DAS,Independent,969,2,971,0.08,West Bengal,Kolkata Dakshin
15,MRIDUL OJHA,Independent,856,6,862,0.07,West Bengal,Kolkata Dakshin
16,DIPENDU HAZRA,Independent,794,10,804,0.06,West Bengal,Kolkata Dakshin
17,MD. SHAKIL WARSI,Independent,503,1,504,0.04,West Bengal,Kolkata Dakshin
18,NOTA,None of the Above,6348,75,6423,0.52,West Bengal,Kolkata Dakshin
