S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency Name,Constituency code
1,DR. SHARMILA SARKAR,All India Trinamool Congress,717881,2421,720302,48.11,West Bengal,Bardhaman Purba,38
2,ASIM KUMAR SARKAR,Bharatiya Janata Party,557943,1787,559730,37.38,West Bengal,Bardhaman Purba,38
3,NIRAB KHAN,Communist Party of India  (Marxist),176358,541,176899,11.81,West Bengal,Bardhaman Purba,38
4,NIRMAL MAJHI,Socialist Unity Centre Of India (COMMUNIST),10964,12,10976,0.73,West Bengal,Bardhaman Purba,38
5,MUKUL BISWAS,Bahujan Samaj Party,7610,21,7631,0.51,West Bengal,Bardhaman Purba,38
6,SHARMILA SARKAR,Independent,4875,18,4893,0.33,West Bengal,Bardhaman Purba,38
7,SAJAL KUMAR DE,Communist Party of India  (Marxist-Leninist)  (Liberation),4163,19,4182,0.28,West Bengal,Bardhaman Purba,38
8,NOTA,None of the Above,12654,43,12697,0.85,West Bengal,Bardhaman Purba,38
