S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency Name
1,RANJIT DUTTA,Bharatiya Janata Party,771018,4770,775788,60.21,Assam,Sonitpur
2,PREMLAL GANJU,Indian National Congress,412553,1827,414380,32.16,Assam,Sonitpur
3,RISHIRAJ KAUNDINYA,Aam Aadmi Party,32771,277,33048,2.56,Assam,Sonitpur
4,RAJU DEURI,Bodoland Peoples Front,19775,117,19892,1.54,Assam,Sonitpur
5,PRADIP BHANDARI,Independent,8136,69,8205,0.64,Assam,Sonitpur
6,KAMESWAR SWARGIARY,Voters Party  International,7320,62,7382,0.57,Assam,Sonitpur
7,RINKU ROY,Gana Suraksha Party,6780,43,6823,0.53,Assam,Sonitpur
8,ALAM ALI,Bahujan Maha Party,4186,16,4202,0.33,Assam,Sonitpur
9,NOTA,None of the Above,18535,213,18748,1.46,Assam,Sonitpur
