S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency Name,Constituency code
1,AMARSING TISSO,Bharatiya Janata Party,332440,2180,334620,49.01,Assam,Diphu,6
2,J. I. KATHAR,Independent,185864,1153,187017,27.39,Assam,Diphu,6
3,JOY RAM ENGLENG,Indian National Congress,123055,964,124019,18.16,Assam,Diphu,6
4,JOHN BARNARD SANGMA,Gana Suraksha Party,11241,38,11279,1.65,Assam,Diphu,6
5,JOTSON BEY,Autonomous State Demand Committee,9561,72,9633,1.41,Assam,Diphu,6
6,NOTA,None of the Above,16127,132,16259,2.38,Assam,Diphu,6
