S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency Name,Constituency code
1,MOHMAD HANEEFA,Independent,64443,816,65259,48.15,Ladakh,Ladakh,1
2,TSERING NAMGYAL,Indian National Congress,35770,1627,37397,27.59,Ladakh,Ladakh,1
3,TASHI GYALSON,Bharatiya Janata Party,31505,451,31956,23.58,Ladakh,Ladakh,1
4,NOTA,None of the Above,896,16,912,0.67,Ladakh,Ladakh,1
