S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency Name
1,BIPLAB KUMAR DEB,Bharatiya Janata Party,868484,12857,881341,72.85,Tripura,Tripura West
2,ASISH KUMAR SAHA,Indian National Congress,265912,3851,269763,22.3,Tripura,Tripura West
3,RAMENDRA REANG,Independent,8899,33,8932,0.74,Tripura,Tripura West
4,ARUN KUMAR BHAUMIK,Socialist Unity Centre Of India (COMMUNIST),8617,167,8784,0.73,Tripura,Tripura West
5,GOURI SANKAR NANDI,Independent,8074,40,8114,0.67,Tripura,Tripura West
6,MILAN PADA MURASING,Independent,6625,27,6652,0.55,Tripura,Tripura West
7,BALARAM DEBBARMA,Independent,4356,123,4479,0.37,Tripura,Tripura West
8,BRAJALAL DEBNATH,Independent,3656,27,3683,0.3,Tripura,Tripura West
9,ARNAB ROY,Republican Party of India (A),3420,29,3449,0.29,Tripura,Tripura West
10,NOTA,None of the Above,14444,168,14612,1.21,Tripura,Tripura West
