S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency Name
1,TAPIR GAO,Bharatiya Janata Party,140715,4866,145581,45.01,Arunachal Pradesh,Arunachal East
2,BOSIRAM SIRAM,Indian National Congress,109433,5727,115160,35.6,Arunachal Pradesh,Arunachal East
3,TAMAT GAMOH,Independent,26691,912,27603,8.53,Arunachal Pradesh,Arunachal East
4,SOTAI KRI,Independent,13227,986,14213,4.39,Arunachal Pradesh,Arunachal East
5,OMAK NITIK,Independent,9074,295,9369,2.9,Arunachal Pradesh,Arunachal East
6,BANDEY MILI,Arunachal Democratic Party,6419,203,6622,2.05,Arunachal Pradesh,Arunachal East
7,NOTA,None of the Above,4654,241,4895,1.51,Arunachal Pradesh,Arunachal East
