S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency Name,Constituency code
1,KIREN RIJIJU,Bharatiya Janata Party,196415,9002,205417,51.38,Arunachal Pradesh,Arunachal West,1
2,NABAM TUKI,Indian National Congress,100100,4579,104679,26.18,Arunachal Pradesh,Arunachal West,1
3,TECHI RANA,Independent,31106,2208,33314,8.33,Arunachal Pradesh,Arunachal West,1
4,TOKO SHEETAL,Gana Suraksha Party,27670,2860,30530,7.64,Arunachal Pradesh,Arunachal West,1
5,BIMPAK SIGA,Independent,10569,949,11518,2.88,Arunachal Pradesh,Arunachal West,1
6,RUHI TAGUNG,Independent,7559,262,7821,1.96,Arunachal Pradesh,Arunachal West,1
7,LEKI NORBU,Independent,2139,132,2271,0.57,Arunachal Pradesh,Arunachal West,1
8,TANIA JUNE,Independent,1920,38,1958,0.49,Arunachal Pradesh,Arunachal West,1
9,NOTA,None of the Above,2133,163,2296,0.57,Arunachal Pradesh,Arunachal West,1
