S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency Name,Constituency code
1,SANJAY UTTAMRAO DESHMUKH,Shiv Sena (Uddhav Balasaheb Thackrey),591899,2908,594807,48.53,Maharashtra,Yavatmal- Washim,14
2,RAJSHRITAI HEMANT PATIL (MAHALLE),Shiv Sena,498514,1820,500334,40.83,Maharashtra,Yavatmal- Washim,14
3,ANIL JAYRAM RATHOD,Samnak Janta Party,56175,215,56390,4.6,Maharashtra,Yavatmal- Washim,14
4,HARISING (HARIBHAU) NASARU RATHOD,Bahujan Samaj Party,17256,140,17396,1.42,Maharashtra,Yavatmal- Washim,14
5,SANGITA DINESH CHAVHAN,Independent,7169,11,7180,0.59,Maharashtra,Yavatmal- Washim,14
6,RAMDAS BAJIRAO GHODAM,Independent,6776,5,6781,0.55,Maharashtra,Yavatmal- Washim,14
7,VINOD PANJABRAO NANDAGAVALI,Independent,6291,7,6298,0.51,Maharashtra,Yavatmal- Washim,14
8,SANDIP SAMPAT SHINDE,Independent,5511,3,5514,0.45,Maharashtra,Yavatmal- Washim,14
9,DHARAM DILIPSING THAKUR,Sanman Rajkiya Paksha,4539,16,4555,0.37,Maharashtra,Yavatmal- Washim,14
10,AMOL KOMAWAR,Hindrashtra Sangh,3364,13,3377,0.28,Maharashtra,Yavatmal- Washim,14
11,UTTAM ONKAR INGOLE,Peoples Party of India (Democratic),2958,17,2975,0.24,Maharashtra,Yavatmal- Washim,14
12,MANOJ MAHADEORAO GEDAM,Independent,2783,11,2794,0.23,Maharashtra,Yavatmal- Washim,14
13,NUR ALI MAHEBUB ALI SHAH,Independent,1951,7,1958,0.16,Maharashtra,Yavatmal- Washim,14
14,DR ARJUNKUMAR SITARAM RATHOD,Independent,1857,6,1863,0.15,Maharashtra,Yavatmal- Washim,14
15,PRO KISAN RAMRAO AMBURE,Independent,1705,15,1720,0.14,Maharashtra,Yavatmal- Washim,14
16,DIKSHANT NAMDEVRAO SAWAIKAR,Independent,1095,8,1103,0.09,Maharashtra,Yavatmal- Washim,14
17,GOKUL PREMDAS CHAVHAN,Independent,1091,3,1094,0.09,Maharashtra,Yavatmal- Washim,14
18,NOTA,None of the Above,9316,75,9391,0.77,Maharashtra,Yavatmal- Washim,14
