S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency Name,Constituency code
1,SUDHEER GUPTA,Bharatiya Janata Party,942249,3512,945761,65.98,Madhya Pradesh,MANDSOUR,23
2,DILIP SINGH GURJAR,Indian National Congress,443622,1484,445106,31.05,Madhya Pradesh,MANDSOUR,23
3,KANHAIYALAL MALVIYA,Bahujan Samaj Party,10456,56,10512,0.73,Madhya Pradesh,MANDSOUR,23
4,ISMAIL KHAN MAIV,Independent,8810,16,8826,0.62,Madhya Pradesh,MANDSOUR,23
5,SUSHIL,Independent,3432,7,3439,0.24,Madhya Pradesh,MANDSOUR,23
6,SAEED AHAMAD,Independent,3165,2,3167,0.22,Madhya Pradesh,MANDSOUR,23
7,MURALIDHAR,Independent,2682,14,2696,0.19,Madhya Pradesh,MANDSOUR,23
8,VIJAY RANN,Independent,2314,9,2323,0.16,Madhya Pradesh,MANDSOUR,23
9,NOTA,None of the Above,11615,47,11662,0.81,Madhya Pradesh,MANDSOUR,23
