S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency Name
1,SANDHYA RAY,Bharatiya Janata Party,533462,3603,537065,51.2,Madhya Pradesh,BHIND
2,PHOOL SINGH BARAIYA,Indian National Congress,470169,2056,472225,45.02,Madhya Pradesh,BHIND
3,DEVASHISH JARARIYA,Bahujan Samaj Party,20322,143,20465,1.95,Madhya Pradesh,BHIND
4,UMESH GARG,Independent,5057,15,5072,0.48,Madhya Pradesh,BHIND
5,REKHA SHAKYA,Independent,2645,22,2667,0.25,Madhya Pradesh,BHIND
6,HARIMOHAN,Independent,2598,12,2610,0.25,Madhya Pradesh,BHIND
7,RAKESH,Independent,2345,24,2369,0.23,Madhya Pradesh,BHIND
8,NOTA,None of the Above,6486,48,6534,0.62,Madhya Pradesh,BHIND
