State,Constituency Name,Candidate,Party,Winning Margin
Madhya Pradesh,RAJGARH,ASHOK PAWAR,Samata Samadhan Party,-146089.0
Madhya Pradesh,RAJGARH,NOTA,None of the Above,-146089.0
Madhya Pradesh,RAJGARH,DR. RAJENDRA SURYAVANSHI,Bahujan Samaj Party,-146089.0
Madhya Pradesh,RAJGARH,DIGVIJAYA SINGH,Indian National Congress,-146089.0
Madhya Pradesh,RAJGARH,RODMAL NAGAR,Bharatiya Janata Party,-146089.0
Madhya Pradesh,RAJGARH,RODMAL,Independent,-146089.0
Chhattisgarh,MAHASAMUND,KALIYA PRASAD SETH,Independent,-145456.0
Chhattisgarh,MAHASAMUND,ROOP KUMARI CHOUDHARY,Bharatiya Janata Party,-145456.0
Chhattisgarh,MAHASAMUND,MAHESH SWARN,Independent,-145456.0
Chhattisgarh,MAHASAMUND,PROFESSOR SURESH SAHU,Independent,-145456.0
Chhattisgarh,MAHASAMUND,REKHRAM BAGH,Independent,-145456.0
Chhattisgarh,MAHASAMUND,GANESH RAM DHRUW,Hamar Raj Party,-145456.0
Chhattisgarh,MAHASAMUND,SANTOSH DARCHAND BANJARE,Independent,-145456.0
Chhattisgarh,MAHASAMUND,NOTA,None of the Above,-145456.0
Chhattisgarh,MAHASAMUND,MUKESH KUMAR AGRAWAL,Independent,-145456.0
Chhattisgarh,MAHASAMUND,NITESH KUMAR RATRE,Sunder Samaj Party,-145456.0
Chhattisgarh,MAHASAMUND,TAMRADHWAJ SAHU,Indian National Congress,-145456.0
Chhattisgarh,MAHASAMUND,DR. VIRENDRA CHAUDHRI,Bhartiya Shakti Chetna Party,-145456.0
Chhattisgarh,MAHASAMUND,BASANT SINHA,Bahujan Samaj Party,-145456.0
Chhattisgarh,MAHASAMUND,SUKHNANDAN  DESHKAR,Independent,-145456.0
Chhattisgarh,MAHASAMUND,NARAD PRASAD NISHAD,Shakti Sena (Bharat Desh),-145456.0
Chhattisgarh,MAHASAMUND,ISHWAR MARKANDE,Independent,-145456.0
Chhattisgarh,MAHASAMUND,FARID QURAISHI,Gondvana Gantantra Party,-145456.0
Chhattisgarh,MAHASAMUND,CHAMPA LAL PATEL GURUJI DHARTI PAKD,Right to Recall Party,-145456.0
Assam,Jorhat,NOTA,None of the Above,-144393.0
Assam,Jorhat,RAJ KUMAR DUWARA,Independent,-144393.0
Assam,Jorhat,ARUN CHANDRA HANDIQUE,Ekam Sanatan Bharat Dal,-144393.0
Assam,Jorhat,TOPON KUMAR GOGOI,Bharatiya Janata Party,-144393.0
Assam,Jorhat,GAURAV GOGOI,Indian National Congress,-144393.0
Bihar,Jahanabad,ARUN KUMAR,Bahujan Samaj Party,-142591.0
Bihar,Jahanabad,CHANDESHWAR PRASAD,Independent,-142591.0
Bihar,Jahanabad,UMA SHANKAR VERMA,Socialist Unity Centre Of India (COMMUNIST),-142591.0
Bihar,Jahanabad,ASHUTOSH VINAY KUMAR,Rashtriya Garib Dal,-142591.0
Bihar,Jahanabad,KAPIL CHAUHAN,Jan Janwadi Party,-142591.0
Bihar,Jahanabad,RAJ KISHOR SHARMA,Bhartiya Sarthak Party,-142591.0
Bihar,Jahanabad,PIYUSH SINGH,Shoshit Samaj Dal,-142591.0
Bihar,Jahanabad,CHANDESHWAR PRASAD,Janata Dal  (United),-142591.0
Bihar,Jahanabad,SURENDRA PRASAD YADAV,Rashtriya Janata Dal,-142591.0
Bihar,Jahanabad,BUDDHADEV SAV,Independent,-142591.0
Bihar,Jahanabad,DEEPAK KUMAR,Jagrook Janta Party,-142591.0
Bihar,Jahanabad,NOTA,None of the Above,-142591.0
Bihar,Jahanabad,MUNILAL YADAV,Independent,-142591.0
Bihar,Jahanabad,ASHUTOSH KUMAR,Rashtriya Jan Jan Party,-142591.0
Bihar,Jahanabad,MINTA DEVI,Independent,-142591.0
Bihar,Jahanabad,NARESH KUMAR,Independent,-142591.0
Maharashtra,Gadchiroli,DR. KIRSAN  NAMDEO,Indian National Congress,-141696.0
Maharashtra,Gadchiroli,GONNADE  YOGESH  NAMDEORAO,Bahujan Samaj Party,-141696.0
Maharashtra,Gadchiroli,NOTA,None of the Above,-141696.0
Maharashtra,Gadchiroli,ASHOK  MAHADEORAO NETE,Bharatiya Janata Party,-141696.0
Maharashtra,Gadchiroli,HITESH PANDURANG MADAVI,Vanchit Bahujan  Aaghadi,-141696.0
Maharashtra,Gadchiroli,KODAPE VILAS SHAMARAO,Independent,-141696.0
Maharashtra,Gadchiroli,SUHAS UMESH KUMRE,Bhim Sena,-141696.0
Maharashtra,Gadchiroli,KARAN SURESH SAYAM,Independent,-141696.0
Maharashtra,Gadchiroli,VINOD GURUDAS MADAVI,Independent,-141696.0
Maharashtra,Gadchiroli,BARIKRAO DHARMAJI MADAVI,Bahujan Republican  Socialist Party,-141696.0
Maharashtra,Gadchiroli,DHIRAJ PURUSHOTTAM SHEDMAKE,Janseva Gondwana Party,-141696.0
Maharashtra,Shirur,WAKHARE PRADIP PANDURANG,Independent,-140951.0
Maharashtra,Shirur,RAHUL RAGHUNATH OWHAL,Bahujan Samaj Party,-140951.0
Maharashtra,Shirur,RAVINDRA MOTIRAM SIRSAM,Independent,-140951.0
Maharashtra,Shirur,DR. AMOL RAMSING KOLHE,Nationalist Congress Party – Sharadchandra Pawar,-140951.0
Maharashtra,Shirur,ADHALRAO SHIVAJI DATTATREY,Nationalist Congress Party,-140951.0
Maharashtra,Shirur,MANOHAR MAHADU WADEKAR,Independent,-140951.0
Maharashtra,Shirur,PRAKASH SUKHADEO JAMDHADE,Independent,-140951.0
Maharashtra,Shirur,SALIM BABA SAYYAD,Independent,-140951.0
Maharashtra,Shirur,HARIDAS CHANDAR BHISE,Bharatiya Lokvikas Party,-140951.0
Maharashtra,Shirur,SANJAY LAXMAN PADWAL,Bhartiya Navjawan Sena (Paksha),-140951.0
Maharashtra,Shirur,PANDURANG BHAGWAN WAGHOLE,Independent,-140951.0
Maharashtra,Shirur,RAHUL ARJUN HORE,Independent,-140951.0
Maharashtra,Shirur,TUKARAM NAMDEO DAPHAL,Sainik Samaj Party,-140951.0
Maharashtra,Shirur,NOTA,None of the Above,-140951.0
Maharashtra,Shirur,SWAPNIL DHANAJI LONDHE,Bhim Sena,-140951.0
Maharashtra,Shirur,GORAKSH KASABE,Independent,-140951.0
Maharashtra,Shirur,AMAR MACHINDRA BORHADE,Independent,-140951.0
Maharashtra,Shirur,ADV. DR. LAXMAN RAMBHAU DAMSE,Bharat Adivasi Party,-140951.0
Maharashtra,Shirur,GAIKWAD NILOBA CHANGADEO,Independent,-140951.0
Maharashtra,Shirur,UMESH MAHADEV MHETRE,Independent,-140951.0
Maharashtra,Shirur,ADV.SWAPNIL BHAUSAHEB SHELAR,Independent,-140951.0
Maharashtra,Shirur,ASLAM ISAK BAGWAN,Lok Sena Party,-140951.0
Maharashtra,Shirur,KAMBLE TRIMBAK NARAYAN,Baliraja Party,-140951.0
Maharashtra,Shirur,AMOL VILAS PACHUNDKAR,Independent,-140951.0
Maharashtra,Shirur,CHAAYA SANJAY JAGDALE-SOLANKE,Independent,-140951.0
Maharashtra,Shirur,SUSHIL DNYANDEV KANSE,Independent,-140951.0
Maharashtra,Shirur,DR. ANWAR SHAIKH,Vanchit Bahujan  Aaghadi,-140951.0
Maharashtra,Shirur,CHANDGUDE VINOD VASANT,Independent,-140951.0
Maharashtra,Shirur,NARAYAN PRABHAKAR ANKUSHE,Bharatheeya Jawan Kisan Party,-140951.0
Maharashtra,Shirur,SUBASH KASHINATH SARODE,Independent,-140951.0
Maharashtra,Shirur,BHOR VIKAS ROHIDAS,Independent,-140951.0
Maharashtra,Shirur,DADA ALIAS VIKAS SURESH KASBE,Independent,-140951.0
Maharashtra,Shirur,SURAJ CHANDRAKANT GAIKWAD,Independent,-140951.0
Karnataka,Mysore,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,Bharatiya Janata Party,-139262.0
Karnataka,Mysore,RAMAMURTHY. M,Independent,-139262.0
Karnataka,Mysore,A. S. SATHISH,Independent,-139262.0
Karnataka,Mysore,KADAMBA NAA AMBARISH,Karnataka Jantha Paksha,-139262.0
Karnataka,Mysore,NOTA,None of the Above,-139262.0
Karnataka,Mysore,M. LAKSHMANA,Indian National Congress,-139262.0
Karnataka,Mysore,RAJU,Independent,-139262.0
Karnataka,Mysore,RANGASWAMY. M,Independent,-139262.0
Karnataka,Mysore,PRAJAKEEYA LEELA SHIVAKUMAR,Uttama Prajaakeeya Party,-139262.0
Karnataka,Mysore,DARSHAN K PONNETI,Independent,-139262.0
Karnataka,Mysore,H. K. KRISHNA,Karunaadu Party,-139262.0
Karnataka,Mysore,HARISH GOWDA,Socialist Party (India),-139262.0
Karnataka,Mysore,P. S. YADURAPPA,Independent,-139262.0
Karnataka,Mysore,AMBEDKAR. C. J,Independent,-139262.0
Karnataka,Mysore,M. S. PRAVEEN,Karnataka Rashtra Samithi,-139262.0
Karnataka,Mysore,CHRISTOPHER RAJ KUMAR,Independent,-139262.0
Karnataka,Mysore,DR. H. M. NANJUNDASWAMY,Samajwadi Janata Party(Karnataka),-139262.0
Karnataka,Mysore,A. G. RAMACHANDRA RAO,Secular Democratic Congress,-139262.0
Karnataka,Mysore,COMRADE SUNIL T. R,Socialist Unity Centre Of India (COMMUNIST),-139262.0
Jharkhand,Lohardaga,PAWAN TIGGA,Independent,-139138.0
Jharkhand,Lohardaga,MANI MUNDA,Bhagidari Party(P),-139138.0
Jharkhand,Lohardaga,ARJUN TOPPO,Independent,-139138.0
Jharkhand,Lohardaga,ARPAN DEO BHAGAT,Independent,-139138.0
Jharkhand,Lohardaga,RAMCHANDRA BHAGAT,Lokhit Adhikar Party,-139138.0
Jharkhand,Lohardaga,GIRJANANDAN URAON,Bahujan Samaj Party,-139138.0
Jharkhand,Lohardaga,STEPHAN KINDO,Independent,-139138.0
Jharkhand,Lohardaga,SUKHDEO BHAGAT,Indian National Congress,-139138.0
Jharkhand,Lohardaga,SAMIR ORAON,Bharatiya Janata Party,-139138.0
Jharkhand,Lohardaga,RANJEET BHAGAT,Independent,-139138.0
Jharkhand,Lohardaga,MAHENDRA ORAON,Communist Party of India,-139138.0
Jharkhand,Lohardaga,CHAMRA LINDA,Independent,-139138.0
Jharkhand,Lohardaga,MARIANUS TIGGA,Independent,-139138.0
Jharkhand,Lohardaga,BIHARI BHAGAT,Peoples Party of India (Democratic),-139138.0
Jharkhand,Lohardaga,SHANIYA ORAON,Independent,-139138.0
Jharkhand,Lohardaga,NOTA,None of the Above,-139138.0
Odisha,Sundargarh,PARUA EKKA,Jharkhand Party,-138808.0
Odisha,Sundargarh,SUMANTA KUMAR SORENG,National Apni Party,-138808.0
Odisha,Sundargarh,JAGABANDHU ORAM,Independent,-138808.0
Odisha,Sundargarh,JUSTIN LUGUN,Socialist Unity Centre Of India (COMMUNIST),-138808.0
Odisha,Sundargarh,NOTA,None of the Above,-138808.0
Odisha,Sundargarh,JANARDAN DEHURY,Indian National Congress,-138808.0
Odisha,Sundargarh,DILIP KUMAR TIRKEY,Biju Janata Dal,-138808.0
Odisha,Sundargarh,JUAL ORAM,Bharatiya Janata Party,-138808.0
Odisha,Sundargarh,SANTOSH JURA,Naba Bharata Nirmana Seva Party,-138808.0
NCT OF Delhi,North-East Delhi,ADV. BHIM KISHOR,Peoples Party of India (Democratic),-138778.0
NCT OF Delhi,North-East Delhi,KANHAIYA KUMAR,Indian National Congress,-138778.0
NCT OF Delhi,North-East Delhi,ASHOK KUMAR,Bahujan Samaj Party,-138778.0
NCT OF Delhi,North-East Delhi,NOTA,None of the Above,-138778.0
NCT OF Delhi,North-East Delhi,SUNITA,Navarang Congress Party,-138778.0
NCT OF Delhi,North-East Delhi,ADV. K.T. PALUSKAR,Prabuddha Republican Party,-138778.0
NCT OF Delhi,North-East Delhi,ASHOK MISHRA,Independent,-138778.0
NCT OF Delhi,North-East Delhi,YOGESH SWAMY,Independent,-138778.0
NCT OF Delhi,North-East Delhi,VIJAY KUMAR JHA,Independent,-138778.0
NCT OF Delhi,North-East Delhi,KANHI LAL,Swatantra Jantaraj Party,-138778.0
NCT OF Delhi,North-East Delhi,DR. RAJESH KUMAR SINGH,Independent,-138778.0
NCT OF Delhi,North-East Delhi,SANJEEV KUMAR,Public Political Party,-138778.0
NCT OF Delhi,North-East Delhi,MANOJ KUMAR,Independent,-138778.0
NCT OF Delhi,North-East Delhi,BIRPAL SINGH KOLI,Independent,-138778.0
NCT OF Delhi,North-East Delhi,JAGDISH,Rashtriya Samaj Paksha,-138778.0
NCT OF Delhi,North-East Delhi,NIVEDITA SHARMA “PREM”,Rashtrawadi Janlok Party (Satya),-138778.0
NCT OF Delhi,North-East Delhi,BABITA YADAV,Aazad Samaj Party (Kanshi Ram),-138778.0
NCT OF Delhi,North-East Delhi,SAROJ KUMAR RAY,Independent,-138778.0
NCT OF Delhi,North-East Delhi,SANJEEV KUMAR PANDEY,Bharatiya Liberal Party,-138778.0
NCT OF Delhi,North-East Delhi,AKASH SRIVASTAV,Jai Hind National Party,-138778.0
NCT OF Delhi,North-East Delhi,SUBHASH,Rashtriya Janmorcha,-138778.0
NCT OF Delhi,North-East Delhi,ISHWAR CHAND,Bharatrashtra Democratic Party,-138778.0
NCT OF Delhi,North-East Delhi,AJAY TIWARI,Right to Recall Party,-138778.0
NCT OF Delhi,North-East Delhi,RAVI KIRAN THILAK THATIKONDA,Independent,-138778.0
NCT OF Delhi,North-East Delhi,AKESHAN DUT,Independent,-138778.0
NCT OF Delhi,North-East Delhi,PRAKASH DEVI,Socialist Unity Centre Of India (COMMUNIST),-138778.0
NCT OF Delhi,North-East Delhi,LAKSHYA VASHIST (SHYAM),Jindabad Kranti Party,-138778.0
NCT OF Delhi,North-East Delhi,MANOJ TIWARI,Bharatiya Janata Party,-138778.0
NCT OF Delhi,North-East Delhi,SUSHIL CHOUDHARY,Aapki Apni Party (Peoples),-138778.0
West Bengal,Bardhaman-Durgapur,AZAD KIRTI JHA,All India Trinamool Congress,-137981.0
West Bengal,Bardhaman-Durgapur,TASBIRUL ISLAM,Socialist Unity Centre Of India (COMMUNIST),-137981.0
West Bengal,Bardhaman-Durgapur,SUKRITI GHOSAL,Communist Party of India  (Marxist),-137981.0
West Bengal,Bardhaman-Durgapur,NOTA,None of the Above,-137981.0
West Bengal,Bardhaman-Durgapur,LUXMI NARAYAN KORA,Independent,-137981.0
West Bengal,Bardhaman-Durgapur,PRABHU NATH SAH,Bahujan Samaj Party,-137981.0
West Bengal,Bardhaman-Durgapur,MIR SAKIMUDDIN,The National Road Map Party of India,-137981.0
West Bengal,Bardhaman-Durgapur,REENA LEONG,Independent,-137981.0
West Bengal,Bardhaman-Durgapur,DILIP GHOSH,Bharatiya Janata Party,-137981.0
Maharashtra,Nagpur,VISHESH VASANTA FUTANE,Bahujan Republican  Socialist Party,-137603.0
Maharashtra,Nagpur,NOTA,None of the Above,-137603.0
Maharashtra,Nagpur,VIJAY MANKAR,Ambedkarite Party of India,-137603.0
Maharashtra,Nagpur,DHANU WALTHARE,Independent,-137603.0
Maharashtra,Nagpur,GARUDADRI ANAND KUMAR,Akhil Bhartiya Parivar Party,-137603.0
Maharashtra,Nagpur,YOGIRAJ ALIAS YOGESH PATIRAM LANJEWAR,Bahujan Samaj Party,-137603.0
Maharashtra,Nagpur,ADV. SANTOSH RAMKRISHNA LANJEWAR,All India Forward Bloc,-137603.0
Maharashtra,Nagpur,VIKAS THAKRE,Indian National Congress,-137603.0
Maharashtra,Nagpur,NITIN JAIRAM GADKARI,Bharatiya Janata Party,-137603.0
Maharashtra,Nagpur,TEKRAJ BELKHODE,Independent,-137603.0
Maharashtra,Nagpur,SURAJ BALRAM MISHRA,Kunbi Bahujan Sawrajya Party,-137603.0
Maharashtra,Nagpur,FAHIM SHAMIM KHAN,Minorities Democratic Party,-137603.0
Maharashtra,Nagpur,SAHIL BALCHAND TURKAR,Independent,-137603.0
Maharashtra,Nagpur,KIVINSUKA VIRENDRA SURYAVANSHI,Desh Janhit Party,-137603.0
Maharashtra,Nagpur,BABITA RAJU AWASTHI,Independent,-137603.0
Maharashtra,Nagpur,ADV ULHAS SHALIKRAM DUPARE,Independent,-137603.0
Maharashtra,Nagpur,VINAYAK BHAURAO AWCHAT,Independent,-137603.0
Maharashtra,Nagpur,PRAFUL MANIKCHAND BHANGE,Independent,-137603.0
Maharashtra,Nagpur,SACHIN RAMKRUSHNARAO WAGHADE,Independent,-137603.0
Maharashtra,Nagpur,SUSHIL PATIL,Independent,-137603.0
Maharashtra,Nagpur,SANTOSH TULSHIRAM CHAVHAN,Independent,-137603.0
Maharashtra,Nagpur,NARAYAN TUKARAM CHOUDHARI,Socialist Unity Centre Of India (COMMUNIST),-137603.0
Maharashtra,Nagpur,DIPAK LAXMANRAO MASKE,Bahujan Maha Party,-137603.0
Maharashtra,Nagpur,SUNIL WANKHEDE,Rashtra Samarpan Party,-137603.0
Maharashtra,Nagpur,SHRIDHAR NARAYAN SALVE,Bhim Sena,-137603.0
Maharashtra,Nagpur,GUNWANT HARICHANDRA SOMKUWAR,Bharatheeya Jawan Kisan Party,-137603.0
Maharashtra,Nagpur,ADARSH RAVISHANKAR THAKUR,Independent,-137603.0
Uttar Pradesh,Ambedkar Nagar,RAM NARESH PRAJAPATI,Bhagidari Party(P),-137247.0
Uttar Pradesh,Ambedkar Nagar,JAVED AHMAD SIDDIQUI,Independent,-137247.0
Uttar Pradesh,Ambedkar Nagar,RITESH PANDEY,Bharatiya Janata Party,-137247.0
Uttar Pradesh,Ambedkar Nagar,VIVEK KUMAR,Bhartiya Shakti Chetna Party,-137247.0
Uttar Pradesh,Ambedkar Nagar,NEELAM SINGH,Moolniwasi Samaj Party,-137247.0
Uttar Pradesh,Ambedkar Nagar,NOTA,None of the Above,-137247.0
Uttar Pradesh,Ambedkar Nagar,QAMAR HAYAT,Bahujan Samaj Party,-137247.0
Uttar Pradesh,Ambedkar Nagar,LALJI VERMA,Samajwadi Party,-137247.0
Uttar Pradesh,Ambedkar Nagar,SHABANA KHATOON,Peace Party,-137247.0
Bihar,Paschim Champaran,MD. KALAM SAI,Independent,-136568.0
Bihar,Paschim Champaran,RAUSHAN KUMAR SRIVASTAVA,Independent,-136568.0
Bihar,Paschim Champaran,MOHAMMAD SOAIB,Independent,-136568.0
Bihar,Paschim Champaran,NAFISH AHMAD,Independent,-136568.0
Bihar,Paschim Champaran,NOTA,None of the Above,-136568.0
Bihar,Paschim Champaran,SANJAY KUMAR,Viro Ke Vir Indian Party,-136568.0
Bihar,Paschim Champaran,MADAN MOHAN TIWARI,Indian National Congress,-136568.0
Bihar,Paschim Champaran,DR.SANJAY JAISWAL,Bharatiya Janata Party,-136568.0
Bihar,Paschim Champaran,UPENDRA RAM,Bahujan Samaj Party,-136568.0
Puducherry,PUDUCHERRY,VE VAITHILINGAM,Indian National Congress,-136516.0
Puducherry,PUDUCHERRY,M KRISHNAMURTHY,Independent,-136516.0
Puducherry,PUDUCHERRY,M MANIKANDAN,Independent,-136516.0
Puducherry,PUDUCHERRY,KOLLANJIAPPAN,Independent,-136516.0
Puducherry,PUDUCHERRY,K KISHORKUMAR,Independent,-136516.0
Puducherry,PUDUCHERRY,D ALANGARAVELU,Bahujan Samaj Party,-136516.0
Puducherry,PUDUCHERRY,P SANKARAN,Socialist Unity Centre Of India (COMMUNIST),-136516.0
Puducherry,PUDUCHERRY,NOTA,None of the Above,-136516.0
Puducherry,PUDUCHERRY,G THAMIZHVENDAN,All India Anna Dravida Munnetra Kazhagam,-136516.0
Puducherry,PUDUCHERRY,R MENAGA,Naam Tamilar Katchi,-136516.0
Puducherry,PUDUCHERRY,A NAMASSIVAYAM,Bharatiya Janata Party,-136516.0
Puducherry,PUDUCHERRY,K PRABHU DEVAN,United Republican Party of India,-136516.0
Puducherry,PUDUCHERRY,ARADADI POSIYYA,Independent,-136516.0
Puducherry,PUDUCHERRY,S BAKTHAVATCHALAM,Independent,-136516.0
Puducherry,PUDUCHERRY,P RAJAN,Independent,-136516.0
Puducherry,PUDUCHERRY,COUTTANE ALIAS DHIVANEEDHE,Independent,-136516.0
Puducherry,PUDUCHERRY,S SATHISH KUMAR,Independent,-136516.0
Puducherry,PUDUCHERRY,V P MANICKAM,Independent,-136516.0
Puducherry,PUDUCHERRY,S MASCO,Independent,-136516.0
Puducherry,PUDUCHERRY,D RAVINDIRAN,Independent,-136516.0
Puducherry,PUDUCHERRY,R RAJA,Independent,-136516.0
Puducherry,PUDUCHERRY,M MURUGAN,Independent,-136516.0
Puducherry,PUDUCHERRY,K ARUNACHALAM,Independent,-136516.0
Puducherry,PUDUCHERRY,NIRMALA G,Independent,-136516.0
Puducherry,PUDUCHERRY,S KALA,Independent,-136516.0
Puducherry,PUDUCHERRY,E ANANTHAVEL,Independent,-136516.0
Puducherry,PUDUCHERRY,K RAMADASS,Independent,-136516.0
Jammu and Kashmir,JAMMU,RAMAN BHALLA,Indian National Congress,-135498.0
Jammu and Kashmir,JAMMU,JUGAL KISHORE,Bharatiya Janata Party,-135498.0
Jammu and Kashmir,JAMMU,PRINCIPAL C D SHARMA,Independent,-135498.0
Jammu and Kashmir,JAMMU,JAGDISH RAJ,Bahujan Samaj Party,-135498.0
Jammu and Kashmir,JAMMU,SATISH POONCHI,Independent,-135498.0
Jammu and Kashmir,JAMMU,NOTA,None of the Above,-135498.0
Jammu and Kashmir,JAMMU,ANKUR SHARMA,Ekam Sanatan Bharat Dal,-135498.0
Jammu and Kashmir,JAMMU,NARESH KUMAR CHIB,Jammu & Kashmir National Panthers Party (Bhim),-135498.0
Jammu and Kashmir,JAMMU,KARANJIT,Independent,-135498.0
Jammu and Kashmir,JAMMU,ATUL RAINA,Independent,-135498.0
Jammu and Kashmir,JAMMU,SHIKHA BANDRAL,National Awami United Party,-135498.0
Jammu and Kashmir,JAMMU,QARI ZAHEER ABBAS BHATTI,All India Forward Bloc,-135498.0
Jammu and Kashmir,JAMMU,SHABER AHMED,Independent,-135498.0
Jammu and Kashmir,JAMMU,VICKY KUMAR DOGRA,Independent,-135498.0
Jammu and Kashmir,JAMMU,GANESH CHOUDHARY,Hindustan Shakti Sena,-135498.0
Jammu and Kashmir,JAMMU,NARESH KUMAR TALLA,Independent,-135498.0
Jammu and Kashmir,JAMMU,PERSEEN SINGH,Independent,-135498.0
Jammu and Kashmir,JAMMU,BANSI LAL,Independent,-135498.0
Jammu and Kashmir,JAMMU,RATTAN LAL,Jammu & Kashmir People Conference,-135498.0
Jammu and Kashmir,JAMMU,SURINDER SINGH,Independent,-135498.0
Jammu and Kashmir,JAMMU,RAJ KUMAR,Independent,-135498.0
Jammu and Kashmir,JAMMU,DR PRINCE RAINA,Independent,-135498.0
Jammu and Kashmir,JAMMU,SWAMI DIVYA NAND,Jammu and Kashmir Nationalist People's Front,-135498.0
Gujarat,Junagadh,ISHWAR RAMBHAI SOLANKI,Right to Recall Party,-135494.0
Gujarat,Junagadh,ALPESHKUMAR CHANDULAL TRAMBADIYA,Log Party,-135494.0
Gujarat,Junagadh,GORDHANBHAI MANGABHAI GOHEL,Independent,-135494.0
Gujarat,Junagadh,AARAB HASAM SUMRA,Independent,-135494.0
Gujarat,Junagadh,DEVENDRABHAI DHANJIBHAI MOTIVARAS,Independent,-135494.0
Gujarat,Junagadh,VADHER DANSING CHINABHAI,Independent,-135494.0
Gujarat,Junagadh,MAKADIA JAYANTILAL MALDEBHAI,Bahujan Samaj Party,-135494.0
Gujarat,Junagadh,NOTA,None of the Above,-135494.0
Gujarat,Junagadh,JOTVA HIRABHAI ARJANBHAI,Indian National Congress,-135494.0
Gujarat,Junagadh,CHUDASAMA RAJESHBHAI NARANBHAI,Bharatiya Janata Party,-135494.0
Gujarat,Junagadh,DAKI NATHABHAI MENSIBHAI,Independent,-135494.0
Gujarat,Junagadh,BORICHANGAR BHAVESH DALPATRAI,Independent,-135494.0
Uttar Pradesh,Lucknow,BRIJESH KUMAR YADAV,Kisan Vishwa Party,-135159.0
Uttar Pradesh,Lucknow,RAJ NATH SINGH,Bharatiya Janata Party,-135159.0
Uttar Pradesh,Lucknow,RAVIDAS MEHROTRA,Samajwadi Party,-135159.0
Uttar Pradesh,Lucknow,MOHAMMAD SARWAR MALIK,Bahujan Samaj Party,-135159.0
Uttar Pradesh,Lucknow,NOTA,None of the Above,-135159.0
Uttar Pradesh,Lucknow,MO AHMAD URF RINKU,Social Democratic Party Of India,-135159.0
Uttar Pradesh,Lucknow,AKHAND PRATAP SINGH,Independent,-135159.0
Uttar Pradesh,Lucknow,SARVAR ALI,Sarvar Party,-135159.0
Uttar Pradesh,Lucknow,GAURAV VERMA,Hindu Samaj Party,-135159.0
Uttar Pradesh,Lucknow,ISHTIYAQ ALI,Independent,-135159.0
Uttar Pradesh,Lucknow,KAPIL MOHAN CHOWDHARY,Mera Adhikaar Rashtriya Dal,-135159.0
Madhya Pradesh,KHARGONE,GAJENDRA SINGH PATEL,Bharatiya Janata Party,-135018.0
Madhya Pradesh,KHARGONE,PORLAL BATHA KHARTE,Indian National Congress,-135018.0
Madhya Pradesh,KHARGONE,NARSINGH SOLANKI,Independent,-135018.0
Madhya Pradesh,KHARGONE,SHOBHARAM DAWAR,Bahujan Samaj Party,-135018.0
Madhya Pradesh,KHARGONE,DEVISINGH NARGAVE,Communist Party of India,-135018.0
Madhya Pradesh,KHARGONE,NOTA,None of the Above,-135018.0
Maharashtra,Aurangabad,SANGITA GANESH JADHAV,Independent,-134650.0
Maharashtra,Aurangabad,ARVIND KISANRAO KAMBLE,Bahujan Republican  Socialist Party,-134650.0
Maharashtra,Aurangabad,PRASHANT PUNDALIKRAO AVHALE,Independent,-134650.0
Maharashtra,Aurangabad,GHUGE NITIN PUNDLIK,Independent,-134650.0
Maharashtra,Aurangabad,BHALERAO VASANT SAMBHAJI,Prabuddha Republican Party,-134650.0
Maharashtra,Aurangabad,BHARAT PURUSHOTTAM KADAM,Rashtriya Maratha Party,-134650.0
Maharashtra,Aurangabad,ABDUL SAMAD BAGWAN,All India Majlis-E-Inquilab-E-Millat,-134650.0
Maharashtra,Aurangabad,VISHAL UDDHAV NANDARKAR,Independent,-134650.0
Maharashtra,Aurangabad,GALPHADE ARJUN BHAGWANRAO,Rashtriya Kisan Bahujan Party,-134650.0
Maharashtra,Aurangabad,AFSAR KHAN YASEEN KHA,Vanchit Bahujan  Aaghadi,-134650.0
Maharashtra,Aurangabad,JAGANNATH KHANDERAO JADHAV J K JADHAV,Independent,-134650.0
Maharashtra,Aurangabad,MANISHA KHARAT,Bahujan Maha Party,-134650.0
Maharashtra,Aurangabad,DR JIVAN BHAWLAL RAJPUT,Independent,-134650.0
Maharashtra,Aurangabad,SANJAY BHASKAR SHIRSAT,Independent,-134650.0
Maharashtra,Aurangabad,ABDUL AZIM ABDUL AZIZ SHAIKH,Independent,-134650.0
Maharashtra,Aurangabad,NOTA,None of the Above,-134650.0
Maharashtra,Aurangabad,RAVINDRA BHASKARRAO BODKHE,Bharatiya Yuva Jan Ekta Party,-134650.0
Maharashtra,Aurangabad,SANJAY UTTAMRAO JAGTAP,Bahujan Samaj Party,-134650.0
Maharashtra,Aurangabad,SURENDRA DIGAMBAR GAJBHARE,Independent,-134650.0
Maharashtra,Aurangabad,HARSHWARDHAN DADA RAIBHANJI JADHAV,Independent,-134650.0
Maharashtra,Aurangabad,CHANDRAKANT KHAIRE,Shiv Sena (Uddhav Balasaheb Thackrey),-134650.0
Maharashtra,Aurangabad,IMTIAZ JALEEL SYED,All India Majlis-E-Ittehadul Muslimeen,-134650.0
Maharashtra,Aurangabad,BHUMARE SANDIPANRAO ASARAM,Shiv Sena,-134650.0
Maharashtra,Aurangabad,SANDIP DADARAO MANKAR,Independent,-134650.0
