S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency Name
1,CAPTAIN  VIRIATO FERNANDES,Indian National Congress,216022,1814,217836,48.35,Goa,South Goa
2,PALLAVI SHRINIVAS DEMPO,Bharatiya Janata Party,201806,2495,204301,45.35,Goa,South Goa
3,RUBERT PEREIRA,Revolutionary Goans Party,18718,167,18885,4.19,Goa,South Goa
4,DR SWETA GAONKAR,Bahujan Samaj Party,1545,36,1581,0.35,Goa,South Goa
5,DEEPKUMAR D MAPARI,Independent,1309,8,1317,0.29,Goa,South Goa
6,DR KALIDAS VAINGANKAR,Independent,707,13,720,0.16,Goa,South Goa
7,ALEXY FERNANDES,Independent,526,16,542,0.12,Goa,South Goa
8,HARISHCHANDRA SUDHAKAR NAIK,Corruption Abolition Party,487,14,501,0.11,Goa,South Goa
9,NOTA,None of the Above,4804,33,4837,1.07,Goa,South Goa
