S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency Name,Constituency code
1,CHANDRASHEKHAR,Aazad Samaj Party (Kanshi Ram),511812,740,512552,51.19,Uttar Pradesh,Nagina,5
2,OM KUMAR,Bharatiya Janata Party,359751,1328,361079,36.06,Uttar Pradesh,Nagina,5
3,MANOJ KUMAR,Samajwadi Party,102104,270,102374,10.22,Uttar Pradesh,Nagina,5
4,SURENDRA PAL SINGH,Bahujan Samaj Party,13212,60,13272,1.33,Uttar Pradesh,Nagina,5
5,JOGENDRA,Independent,4509,9,4518,0.45,Uttar Pradesh,Nagina,5
6,SANJEEV KUMAR,Independent,2195,6,2201,0.22,Uttar Pradesh,Nagina,5
7,NOTA,None of the Above,5287,20,5307,0.53,Uttar Pradesh,Nagina,5
