S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency Name,Constituency code
1,KISHORI LAL,Indian National Congress,536680,2548,539228,54.99,Uttar Pradesh,Amethi,37
2,SMRITI IRANI,Bharatiya Janata Party,370754,1278,372032,37.94,Uttar Pradesh,Amethi,37
3,NANHE SINGH CHAUHAN,Bahujan Samaj Party,34418,116,34534,3.52,Uttar Pradesh,Amethi,37
4,SURENDRA KUMAR,Independent,5699,-,5699,0.58,Uttar Pradesh,Amethi,37
5,DINESH CHANDRA MAURYA,Janshakti Samta Party,4569,8,4577,0.47,Uttar Pradesh,Amethi,37
6,JAGDAMBA PRASAD YADAV,Independent,4019,1,4020,0.41,Uttar Pradesh,Amethi,37
7,BHAGWANDIN PASI,Moulik Adhikar Party,2333,1,2334,0.24,Uttar Pradesh,Amethi,37
8,CHANDRAWATI,Independent,2278,13,2291,0.23,Uttar Pradesh,Amethi,37
9,MOHD HASAN LAHRI,Rashtriya Narayanwadi Vikas Party,1525,2,1527,0.16,Uttar Pradesh,Amethi,37
10,KHUSHIRAM,Independent,1401,-,1401,0.14,Uttar Pradesh,Amethi,37
11,UDAYRAJ,Independent,1300,5,1305,0.13,Uttar Pradesh,Amethi,37
12,SANTRAM,Samajhdar Party,1208,4,1212,0.12,Uttar Pradesh,Amethi,37
13,SHAILENDRA KUMAR MISHRA,Sanyogwadi Party,1124,4,1128,0.12,Uttar Pradesh,Amethi,37
14,NOTA,None of the Above,9371,12,9383,0.96,Uttar Pradesh,Amethi,37
