S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency Name
1,DIMPLE YADAV,Samajwadi Party,596710,1816,598526,56.79,Uttar Pradesh,Mainpuri
2,JAYVEER SINGH,Bharatiya Janata Party,375895,992,376887,35.76,Uttar Pradesh,Mainpuri
3,SHIV PRASAD YADAV,Bahujan Samaj Party,66697,117,66814,6.34,Uttar Pradesh,Mainpuri
4,SURESH CHANDRA,Independent,2366,8,2374,0.23,Uttar Pradesh,Mainpuri
5,NAND RAM BAGRI,Voters Party  International,1765,4,1769,0.17,Uttar Pradesh,Mainpuri
6,MANJU PAL,Bhartiya Shakti Chetna Party,1148,23,1171,0.11,Uttar Pradesh,Mainpuri
7,PRAMOD KUMAR,Independent,994,12,1006,0.1,Uttar Pradesh,Mainpuri
8,SUNIL KUMAR MISHRA,Sarva Samaj Janata Party,878,4,882,0.08,Uttar Pradesh,Mainpuri
9,NOTA,None of the Above,4570,12,4582,0.43,Uttar Pradesh,Mainpuri
